name,album,duration_ms,popularity,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Welcome Home (Sanitarium) - 1985 / From James Riff Tapes 2,Master Of Puppets (Deluxe Box Set / Remastered),117840,13,1986/03/03,0.444,0.494,-12.225,0.0996,0.921,0.925,0.124,0.425,65.499
Disposable Heroes - 1985 / From Kirks Riff Tapes,Master Of Puppets (Deluxe Box Set / Remastered),86956,13,1986/03/03,0.354,0.437,-19.018,0.0436,0.995,0.491,0.514,0.852,100.921
Disposable Heroes - 1985 / From James Riff Tapes,Master Of Puppets (Deluxe Box Set / Remastered),32334,12,1986/03/03,0.386,0.342,-13.594,0.0597,0.968,0.695,0.12,0.537,81.359
Leper Messiah - 1985 / From James Riff Tapes,Master Of Puppets (Deluxe Box Set / Remastered),53555,12,1986/03/03,0.607,0.22,-13.651,0.415,0.704,0.85,0.0882,0.323,65.185
Leper Messiah - 1985 / From James Riff Tapes 2,Master Of Puppets (Deluxe Box Set / Remastered),54086,13,1986/03/03,0.238,0.267,-13.71,0.0375,0.329,0.734,0.382,0.932,142.153
Orion - 1985 / From James Riff Tapes,Master Of Puppets (Deluxe Box Set / Remastered),75375,18,1986/03/03,0.379,0.259,-13.318,0.0289,0.984,0.973,0.118,0.537,76.997
"Damage, Inc. - 1985 / From James Riff Tapes",Master Of Puppets (Deluxe Box Set / Remastered),113860,14,1986/03/03,0.382,0.384,-13.219,0.0918,0.128,0.725,0.0667,0.584,98.459
Disposable Heroes - May 1985 / Writing In Progress,Master Of Puppets (Deluxe Box Set / Remastered),251419,13,1986/03/03,0.277,0.843,-8.335,0.0383,0.00432,0.656,0.128,0.526,89.03
Battery - May 1985 / Writing In Progress,Master Of Puppets (Deluxe Box Set / Remastered),385805,13,1986/03/03,0.407,0.97,-7.568,0.151,0.0501,0.704,0.103,0.321,90.847
Welcome Home (Sanitarium) - May 1985 / Writing In Progress,Master Of Puppets (Deluxe Box Set / Remastered),376060,12,1986/03/03,0.283,0.631,-10.088,0.0861,0.358,0.514,0.296,0.166,178.606
Disposable Heroes - May 1985 / Writing In Progress 2,Master Of Puppets (Deluxe Box Set / Remastered),340128,11,1986/03/03,0.302,0.962,-6.96,0.122,0.0285,0.743,0.708,0.31,88.74
Battery - Early June 1985 Demo,Master Of Puppets (Deluxe Box Set / Remastered),281038,12,1986/03/03,0.323,0.938,-8.044,0.0457,0.0151,0.807,0.159,0.495,96.279
Disposable Heroes - Early June 1985 Demo,Master Of Puppets (Deluxe Box Set / Remastered),518491,12,1986/03/03,0.185,0.894,-8.007,0.0596,0.00307,0.71,0.385,0.415,182.698
Welcome Home (Sanitarium) - Early June 1985 Demo,Master Of Puppets (Deluxe Box Set / Remastered),304692,12,1986/03/03,0.313,0.749,-9.317,0.0427,0.0993,0.762,0.275,0.216,99.352
Master Of Puppets - Mid-June 1985 / Writing In Progress,Master Of Puppets (Deluxe Box Set / Remastered),90792,13,1986/03/03,0.383,0.887,-8.97,0.047,0.000418,0.81,0.301,0.672,109.409
Master Of Puppets - Mid-June 1985 / Writing In Progress 2,Master Of Puppets (Deluxe Box Set / Remastered),728169,12,1986/03/03,0.394,0.921,-8.309,0.0921,0.327,0.549,0.336,0.452,104.61
Master Of Puppets - Mid-June 1985 Demo,Master Of Puppets (Deluxe Box Set / Remastered),524454,14,1986/03/03,0.346,0.929,-8.056,0.0679,0.0309,0.822,0.144,0.572,103.298
Disposable Heroes - Late June 1985 Demo,Master Of Puppets (Deluxe Box Set / Remastered),536859,12,1986/03/03,0.2,0.803,-8.177,0.108,0.365,0.864,0.354,0.393,183.043
Battery - Late June 1985 Demo,Master Of Puppets (Deluxe Box Set / Remastered),282086,12,1986/03/03,0.185,0.839,-8.016,0.0534,0.441,0.958,0.436,0.491,183.249
Welcome Home (Sanitarium) - Late June 1985 Demo,Master Of Puppets (Deluxe Box Set / Remastered),539915,12,1986/03/03,0.194,0.56,-11.278,0.0409,0.66,0.928,0.281,0.382,181.567
Master Of Puppets - Late June 1985 Demo,Master Of Puppets (Deluxe Box Set / Remastered),498836,20,1986/03/03,0.31,0.699,-10.458,0.0508,0.187,0.857,0.742,0.647,107.722
"Damage, Inc. - Late August 1985 / Writing In Progress",Master Of Puppets (Deluxe Box Set / Remastered),160087,11,1986/03/03,0.293,0.893,-9.256,0.0938,0.131,0.615,0.291,0.787,171.235
Leper Messiah - Late August 1985 Demo,Master Of Puppets (Deluxe Box Set / Remastered),334460,10,1986/03/03,0.476,0.782,-7.495,0.0518,0.14,0.86,0.334,0.661,136.868
"Damage, Inc. - Late August 1985 Demo",Master Of Puppets (Deluxe Box Set / Remastered),275181,11,1986/03/03,0.344,0.91,-9.142,0.0601,0.0482,0.819,0.0902,0.651,91.438
Leper Messiah - Late August 1985 Demo 2,Master Of Puppets (Deluxe Box Set / Remastered),355080,11,1986/03/03,0.284,0.581,-9.346,0.0495,0.0106,0.882,0.0787,0.467,141.855
Orion - September 1985 Drum Room Demo,Master Of Puppets (Deluxe Box Set / Remastered),497539,13,1986/03/03,0.354,0.684,-11.126,0.0391,0.00349,0.891,0.132,0.446,128.069
The Thing That Should Not Be - September 1985 / Writing In Progress,Master Of Puppets (Deluxe Box Set / Remastered),257810,11,1986/03/03,0.444,0.822,-15.209,0.103,0.88,0.666,0.223,0.0899,102.982
The Thing That Should Not Be - September 1985 Drum Room Demo,Master Of Puppets (Deluxe Box Set / Remastered),380771,11,1986/03/03,0.398,0.98,-14.043,0.094,0.785,0.975,0.332,0.0742,113.003
The Money Will Roll Right In - September 1985 Drum Room Jam,Master Of Puppets (Deluxe Box Set / Remastered),169727,13,1986/03/03,0.383,0.908,-10.054,0.0305,0.00107,0.954,0.187,0.815,120.031
The Prince - September 1985 Drum Room Jam,Master Of Puppets (Deluxe Box Set / Remastered),297818,11,1986/03/03,0.238,0.922,-10.433,0.0458,0.000104,0.939,0.217,0.806,152.964
Welcome Home (Sanitarium) - Late 1985 Guitar Solo Outtakes,Master Of Puppets (Deluxe Box Set / Remastered),82976,11,1986/03/03,0.25,0.766,-9.403,0.049,0.00026,0.93,0.261,0.702,108.02
Orion - Late 1985 Guitar Solo Outtakes,Master Of Puppets (Deluxe Box Set / Remastered),54175,12,1986/03/03,0.289,0.418,-10.814,0.0388,0.000323,0.887,0.261,0.947,128.058
Orion - Late 1985 / Kirk & Lars In The Control Room,Master Of Puppets (Deluxe Box Set / Remastered),62190,12,1986/03/03,0.538,0.659,-11.437,0.0319,0.126,0.547,0.264,0.944,127.648
"The Ecstasy Of Gold - Metallica Show Intro / Live At The Meadowlands, East Rutherford, NJ/April 21st, 1986",Master Of Puppets (Deluxe Box Set / Remastered),95336,25,1986/03/03,0.0676,0.304,-15.568,0.0371,0.689,0.0555,0.614,0.0901,186.259
"Battery - Live At The Meadowlands, East Rutherford, NJ / April 21st, 1986",Master Of Puppets (Deluxe Box Set / Remastered),280028,13,1986/03/03,0.311,0.963,-10.04,0.0728,0.0128,0.0954,0.465,0.239,94.586
"Master Of Puppets - Live At The Meadowlands, East Rutherford, NJ / April 21st, 1986",Master Of Puppets (Deluxe Box Set / Remastered),522054,13,1986/03/03,0.357,0.938,-9.961,0.0616,0.0283,0.0019,0.306,0.27,110.911
"For Whom The Bell Tolls - Live At The Meadowlands, East Rutherford, NJ / April 21st, 1986",Master Of Puppets (Deluxe Box Set / Remastered),264003,14,1986/03/03,0.399,0.894,-10,0.0531,0.121,0.000711,0.736,0.343,133.722
"Ride The Lightning - Live At The Meadowlands, East Rutherford, NJ / April 21st, 1986",Master Of Puppets (Deluxe Box Set / Remastered),393404,12,1986/03/03,0.208,0.965,-9.86,0.0661,0.00538,0.0277,0.846,0.307,156.579
"Welcome Home (Sanitarium) - Live At The Meadowlands, East Rutherford, NJ / April 21st, 1986",Master Of Puppets (Deluxe Box Set / Remastered),340689,11,1986/03/03,0.269,0.903,-9.852,0.0897,0.00397,0.0155,0.345,0.297,115.875
"Seek & Destroy - Live At The Meadowlands, East Rutherford, NJ / April 21st, 1986",Master Of Puppets (Deluxe Box Set / Remastered),229839,10,1986/03/03,0.21,0.955,-9.841,0.0747,0.0929,0.772,0.938,0.349,154.383
"Creeping Death - Live At The Meadowlands, East Rutherford, NJ / April 21st, 1986",Master Of Puppets (Deluxe Box Set / Remastered),407451,11,1986/03/03,0.245,0.952,-9.965,0.109,0.0547,0.0265,0.866,0.236,116.04
"Am I Evil? - Live At The Meadowlands, East Rutherford, NJ / April 21st, 1986",Master Of Puppets (Deluxe Box Set / Remastered),253090,11,1986/03/03,0.252,0.892,-10.424,0.08,0.152,0.0362,0.876,0.317,109.401
"Damage, Inc. - Live At The Meadowlands, East Rutherford, NJ / April 21st, 1986",Master Of Puppets (Deluxe Box Set / Remastered),305210,11,1986/03/03,0.268,0.972,-9.576,0.0768,0.0483,0.0894,0.471,0.0855,93.987
"Battery - Live At Hampton Coliseum, Hampton, VA / August 3rd, 1986",Master Of Puppets (Deluxe Box Set / Remastered),265759,11,1986/03/03,0.224,0.991,-8.599,0.0926,0.0378,0.96,0.687,0.109,98.735
"Master Of Puppets - Live At Hampton Coliseum, Hampton, VA / August 3rd, 1986",Master Of Puppets (Deluxe Box Set / Remastered),479374,13,1986/03/03,0.253,0.976,-8.701,0.148,0.113,0.911,0.815,0.208,118.328
"For Whom The Bell Tolls - Live At Hampton Coliseum, Hampton, VA / August 3rd, 1986",Master Of Puppets (Deluxe Box Set / Remastered),309962,18,1986/03/03,0.262,0.857,-7.682,0.143,0.325,0.0672,0.815,0.264,141.793
"Bass Solo - Live At Hampton Coliseum, Hampton, VA / August 3rd, 1986",Master Of Puppets (Deluxe Box Set / Remastered),59309,14,1986/03/03,0.0585,0.662,-12.809,0.0784,0.903,0.822,0.157,0.233,54.817
"Welcome Home (Sanitarium) - Live At Hampton Coliseum, Hampton, VA / August 3rd, 1986",Master Of Puppets (Deluxe Box Set / Remastered),566433,11,1986/03/03,0.257,0.878,-9.27,0.202,0.131,0.129,0.249,0.146,106.09
"Seek & Destroy - Live At Hampton Coliseum, Hampton, VA / August 3rd, 1986",Master Of Puppets (Deluxe Box Set / Remastered),469502,12,1986/03/03,0.239,0.973,-7.954,0.306,0.342,0.28,0.801,0.212,166.871
"Creeping Death - Live At Hampton Coliseum, Hampton, VA / August 3rd, 1986",Master Of Puppets (Deluxe Box Set / Remastered),499906,12,1986/03/03,0.259,0.952,-8.601,0.234,0.25,0.0987,0.848,0.122,126.972
"Am I Evil? - Live At Hampton Coliseum, Hampton, VA / August 3rd, 1986",Master Of Puppets (Deluxe Box Set / Remastered),225507,11,1986/03/03,0.228,0.948,-7.516,0.126,0.138,0.889,0.387,0.268,96.193
"Damage, Inc. - Live At Hampton Coliseum, Hampton, VA / August 3rd, 1986",Master Of Puppets (Deluxe Box Set / Remastered),356336,12,1986/03/03,0.214,0.976,-7.722,0.146,0.13,0.145,0.719,0.0737,102.546
Master Of Puppets - Jasons First Audition,Master Of Puppets (Deluxe Box Set / Remastered),456283,14,1986/03/03,0.327,0.794,-10.58,0.0502,0.000175,0.797,0.384,0.676,117.859
Battery - Jasons First Audition,Master Of Puppets (Deluxe Box Set / Remastered),253372,13,1986/03/03,0.348,0.813,-10.52,0.0369,5.60E-05,0.774,0.0892,0.748,97.379
Seek & Destroy - Jasons Second Audition,Master Of Puppets (Deluxe Box Set / Remastered),370784,13,1986/03/03,0.236,0.774,-11.183,0.0433,0.00126,0.853,0.257,0.813,156.128
Creeping Death - Jasons Second Audition,Master Of Puppets (Deluxe Box Set / Remastered),337966,14,1986/03/03,0.263,0.767,-10.418,0.0468,9.89E-05,0.866,0.336,0.698,123.358
Fight Fire With Fire - Jasons Second Audition,Master Of Puppets (Deluxe Box Set / Remastered),242676,13,1986/03/03,0.248,0.77,-12.458,0.0521,4.24E-05,0.882,0.463,0.467,104.351
"Master Of Puppets - Live At The Country Club, Reseda, CA / November 8th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),471355,13,1986/03/03,0.257,0.962,-9.402,0.0801,0.0172,0.817,0.697,0.213,122.394
"For Whom The Bell Tolls - Live At The Country Club, Reseda, CA / November 8th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),290277,12,1986/03/03,0.295,0.928,-9.005,0.0702,0.0371,0.133,0.918,0.353,142.652
"Welcome Home (Sanitarium) - Live At The Country Club, Reseda, CA / November 8th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),364373,11,1986/03/03,0.275,0.949,-8.545,0.0965,0.0398,0.752,0.723,0.273,108.38
"Ride The Lightning - Live At The Country Club, Reseda, CA / November 8th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),380767,11,1986/03/03,0.21,0.977,-8.368,0.0867,0.0318,0.443,0.851,0.31,162.917
"Guitar Solo - Live At The Country Club, Reseda, CA / November 8th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),149569,10,1986/03/03,0.19,0.967,-10.799,0.193,0.793,0.824,0.507,0.0508,58.624
"Whiplash - Live At The Country Club, Reseda, CA / November 8th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),247580,11,1986/03/03,0.252,0.969,-8.931,0.0875,0.0203,0.358,0.791,0.14,91.386
"Seek & Destroy - Live At The Country Club, Reseda, CA / November 8th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),394009,12,1986/03/03,0.255,0.942,-8.811,0.0924,0.0789,0.423,0.707,0.625,163.344
"The Four Horsemen - Live At The Country Club, Reseda, CA / November 8th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),302548,11,1986/03/03,0.337,0.9,-10.087,0.075,0.0163,0.548,0.376,0.419,124.726
"Am I Evil? - Live At The Country Club, Reseda, CA / November 8th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),224818,10,1986/03/03,0.204,0.943,-9.147,0.115,0.289,0.827,0.872,0.29,90.238
"Damage, Inc. - Live At The Country Club, Reseda, CA / November 8th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),278563,10,1986/03/03,0.225,0.955,-9.583,0.0798,0.0645,0.602,0.422,0.227,101.56
"Master Of Puppets - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),285639,11,1986/03/03,0.3,0.94,-10.055,0.114,0.0066,0.801,0.78,0.266,123.002
"For Whom The Bell Tolls - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),270241,12,1986/03/03,0.252,0.872,-9.7,0.0963,0.0126,0.0786,0.509,0.27,144.628
"Welcome Home (Sanitarium) - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),348590,11,1986/03/03,0.299,0.919,-9.77,0.0996,0.00285,0.465,0.68,0.3,128.745
"Ride The Lightning - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),384792,11,1986/03/03,0.204,0.962,-9.735,0.103,0.000831,0.279,0.864,0.269,167.86
"Bass Solo - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),305981,12,1986/03/03,0.33,0.659,-17.104,0.0562,0.743,0.66,0.245,0.335,103.701
"Whiplash - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),239947,11,1986/03/03,0.172,0.971,-10.275,0.149,0.00278,0.791,0.682,0.202,184.629
"The Thing That Should Not Be - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),342029,11,1986/03/03,0.271,0.866,-10.308,0.0853,0.00448,0.722,0.953,0.198,140.071
"Creeping Death - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),461640,12,1986/03/03,0.29,0.935,-10.623,0.115,0.103,0.728,0.394,0.237,126.534
"The Four Horsemen - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),298990,11,1986/03/03,0.282,0.966,-9.654,0.0993,0.00752,0.55,0.852,0.312,125.336
"Guitar Solo - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),166635,10,1986/03/03,0.179,0.867,-13.126,0.125,0.0683,0.165,0.513,0.0777,63.267
"Am I Evil? - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),221345,10,1986/03/03,0.188,0.945,-9.676,0.153,0.0127,0.893,0.856,0.266,61.864
"Damage, Inc. - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),309607,11,1986/03/03,0.259,0.949,-10.829,0.1,0.008,0.657,0.724,0.134,101.988
"Blitzkrieg - Live At Grugahalle, Essen, West Germany / January 25th, 1987",Master Of Puppets (Deluxe Box Set / Remastered),265209,11,1986/03/03,0.295,0.95,-9.948,0.102,0.00547,0.783,0.932,0.167,117.562
"The Ecstasy Of Gold - Metallica Show Intro / Live At Solnahallen, Stockholm, Sweden/September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),101829,12,1986/03/03,0.218,0.628,-15.316,0.0573,0.812,0.216,0.972,0.189,76.689
"Battery - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),267446,10,1986/03/03,0.238,0.875,-12.525,0.153,0.823,0.922,0.502,0.211,100.814
"Master Of Puppets - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),459621,10,1986/03/03,0.235,0.768,-14.283,0.13,0.858,0.955,0.252,0.35,121.255
"For Whom The Bell Tolls - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),259950,11,1986/03/03,0.237,0.74,-13.489,0.0738,0.886,0.762,0.711,0.476,71.489
"Welcome Home (Sanitarium) - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),351849,10,1986/03/03,0.258,0.718,-13.231,0.0862,0.414,0.876,0.727,0.56,129.03
"Ride The Lightning - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),372054,9,1986/03/03,0.307,0.733,-14.642,0.0645,0.751,0.843,0.678,0.523,82.461
"(Anesthesia) Pulling Teeth - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),311236,13,1986/03/03,0.211,0.68,-14.699,0.0905,0.874,0.131,0.463,0.211,121.766
"Whiplash - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),225235,9,1986/03/03,0.217,0.853,-13.209,0.0885,0.604,0.799,0.781,0.293,94.545
"The Thing That Should Not Be - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),357741,10,1986/03/03,0.249,0.657,-14.369,0.0736,0.63,0.777,0.874,0.557,135.458
"Fade To Black - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),402926,10,1986/03/03,0.248,0.695,-13.126,0.148,0.795,0.86,0.769,0.469,126.708
"Seek & Destroy - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),408152,9,1986/03/03,0.197,0.651,-15.372,0.0788,0.874,0.873,0.724,0.544,167.095
"Creeping Death - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),420456,10,1986/03/03,0.258,0.63,-15.05,0.0853,0.821,0.841,0.668,0.403,128.969
"The Four Horsemen - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),286803,9,1986/03/03,0.244,0.733,-14.415,0.0855,0.742,0.8,0.434,0.52,127.796
"Guitar Solo - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),65567,9,1986/03/03,0.123,0.85,-14.455,0.472,0.982,0.967,0.167,0.093,169.038
"Am I Evil? - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),214839,9,1986/03/03,0.207,0.747,-14.543,0.0871,0.878,0.885,0.125,0.324,101.352
"Damage, Inc. - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),275687,9,1986/03/03,0.223,0.666,-15.136,0.0622,0.778,0.868,0.517,0.442,100.622
"Blitzkrieg - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),245008,9,1986/03/03,0.241,0.744,-12.631,0.0835,0.769,0.76,0.78,0.281,114.841
"Fight Fire With Fire - Fan Recording / Live At Solnahallen, Stockholm, Sweden / September 26th, 1986",Master Of Puppets (Deluxe Box Set / Remastered),280733,10,1986/03/03,0.131,0.926,-10.206,0.0672,0.0019,0.356,0.371,0.0372,98.63
